"Accession","SPC","SURFY","Town","Cunha","Diaz.Ramos"
"Q13449",3,1,1,1,0
"Q75QN2",0,0,0,0,0
"Q92813",1,0,1,0,0
"Q8TAX9",0,0,0,0,0
"A1L453",0,0,0,0,0
"P27448",0,0,0,0,0
"P20929",0,0,0,0,0
"Q8NGE8",3,1,1,1,0
"Q8N8Z3",0,0,0,0,0
"A0A0J9YX94",0,0,0,0,0
"Q9Y585",2,1,0,1,0
"Q32NB8",0,0,0,0,0
"Q9UK23",1,1,0,0,0
"Q5FWE3",2,1,0,1,0
"Q15223",4,1,1,1,1
"Q9HBL7",1,0,0,1,0
"Q6IF00",3,1,1,1,0
"Q8NGW6",3,1,1,1,0
"Q2NL67",0,0,0,0,0
"Q3BBV2",0,0,0,0,0
"Q8NGG8",3,1,1,1,0
"Q8NF86",0,0,0,0,0
"Q9Y5G8",3,1,1,1,0
"Q8NGQ1",3,1,1,1,0
"Q9BXB4",0,0,0,0,0
"P54753",3,1,1,1,0
"Q9UBC3",0,0,0,0,0
"O75715",0,0,0,0,0
"O15354",3,1,1,1,0
"P00451",0,0,0,0,0
"Q49SQ1",2,1,1,0,0
"A6NHZ5",0,0,0,0,0
"Q86UP2",1,0,1,0,0
"Q10469",1,0,1,0,0
"O43451",2,0,1,1,0
"Q86WU2",0,0,0,0,0
"P31025",0,0,0,0,0
"P38567",2,1,0,1,0
"Q99878",0,0,0,0,0
"Q8IYT4",0,0,0,0,0
"Q13237",0,0,0,0,0
"Q8WVC0",0,0,0,0,0
"O00221",0,0,0,0,0
"O00142",0,0,0,0,0
"Q9BRT6",0,0,0,0,0
"Q9NPF7",0,0,0,0,0
"P01308",0,0,0,0,0
"Q9NPH9",0,0,0,0,0
"Q5JSQ8",0,0,0,0,0
"Q96N76",0,0,0,0,0
"Q96JZ2",0,0,0,0,0
"Q9UBY5",2,1,0,1,0
"Q6L8G8",0,0,0,0,0
"Q96A32",0,0,0,0,0
"Q6NVV0",0,0,0,0,0
"Q969G2",0,0,0,0,0
"Q9Y5R4",0,0,0,0,0
"A6NCN2",0,0,0,0,0
"P16050",0,0,0,0,0
"Q9BQK8",0,0,0,0,0
"Q9BYT5",0,0,0,0,0
"Q0VF49",0,0,0,0,0
"Q9UBI9",0,0,0,0,0
"A8MW99",0,0,0,0,0
"P78411",0,0,0,0,0
"P00738",0,0,0,0,0
"Q86UE4",1,0,1,0,0
"Q9UBM8",1,0,1,0,0
"Q02363",0,0,0,0,0
"Q13557",0,0,0,0,0
"Q96SI1",0,0,0,0,0
"O15347",0,0,0,0,0
"Q16553",1,1,0,0,0
"Q8N8K9",0,0,0,0,0
"Q9Y219",3,1,1,1,0
"Q9NX58",0,0,0,0,0
"Q12988",0,0,0,0,0
"A0A075B6K5",0,0,0,0,0
"Q8WWY8",0,0,0,0,0
"Q9BX40",0,0,0,0,0
"Q9H867",0,0,0,0,0
"Q96EN8",0,0,0,0,0
"Q53SZ7",0,0,0,0,0
"Q96R72",1,1,0,0,0
"Q8NH16",2,1,0,1,0
"P40425",0,0,0,0,0
"O76083",0,0,0,0,0
"Q6IFH4",3,1,1,1,0
"O14513",0,0,0,0,0
"P86478",0,0,0,0,0
"P0C7T2",2,1,1,0,0
"P17050",0,0,0,0,0
"P35813",0,0,0,0,0
"Q9NP56",0,0,0,0,0
"O15297",0,0,0,0,0
"Q9H094",0,0,0,0,0
"Q6P3W6",0,0,0,0,0
"P00480",0,0,0,0,0
"P80297",0,0,0,0,0
"A0A087WUL8",0,0,0,0,0
"Q8WZ84",2,1,0,1,0
"Q8NH09",3,1,1,1,0
"Q9Y5F2",3,1,1,1,0
"O43933",0,0,0,0,0
"Q8NC60",0,0,0,0,0
"Q8NGE7",2,1,0,1,0
"Q8NGU1",1,1,0,0,0
"Q9UKD2",0,0,0,0,0
"Q9BXB5",0,0,0,0,0
"A6NGG8",0,0,0,0,0
"Q06455",0,0,0,0,0
"Q9H2J1",0,0,0,0,0
"P35606",0,0,0,0,0
"Q16526",0,0,0,0,0
"Q8N715",0,0,0,0,0
"A6NNL5",0,0,0,0,0
"Q9Y6E2",0,0,0,0,0
"Q86X83",0,0,0,0,0
"A0A140G945",0,0,0,0,0
"Q49B96",0,0,0,0,0
"Q86X55",0,0,0,0,0
"Q8N4T8",0,0,0,0,0
"Q10570",0,0,0,0,0
"P09669",1,0,1,0,0
"Q9BRT8",0,0,0,0,0
"Q96NY7",1,0,1,0,0
"O75596",0,0,0,0,0
"Q5U4P2",1,0,1,0,0
"Q6V0L0",1,0,1,0,0
"O76031",0,0,0,0,0
"Q86VG3",0,0,0,0,0
"Q8TB33",0,0,0,0,0
"Q9UDY4",0,0,0,0,0
"Q8N9I9",0,0,0,0,0
"Q8N9Y4",0,0,0,0,0
"P25024",4,1,1,1,1
"Q15125",3,1,1,1,0
"P09884",0,0,0,0,0
"Q06547",0,0,0,0,0
"O43324",0,0,0,0,0
"Q6NUN7",0,0,0,0,0
"Q6PKG0",0,0,0,0,0
"Q8IXQ5",0,0,0,0,0
"Q03252",0,0,0,0,0
"Q8WUF5",0,0,0,0,0
"Q9UM11",0,0,0,0,0
"Q6DKI2",0,0,0,0,0
"Q15040",0,0,0,0,0
"Q8N7A1",0,0,0,0,0
"Q3SXM5",0,0,0,0,0
"Q96JQ5",3,0,1,1,1
"O14756",0,0,0,0,0
"P09210",0,0,0,0,0
"Q7RTV2",0,0,0,0,0
"P69891",0,0,0,0,0
"Q4VXA5",0,0,0,0,0
"P01130",4,1,1,1,1
"Q8NE63",0,0,0,0,0
"P11169",4,1,1,1,1
"A0A0C4DH32",0,0,0,0,0
"Q13422",0,0,0,0,0
"P13196",0,0,0,0,0
"Q96NT3",0,0,0,0,0
"Q16609",0,0,0,0,0
"Q92604",2,0,1,1,0
"Q9BYR0",0,0,0,0,0
"P01825",0,0,0,0,0
"O43526",2,0,1,1,0
"Q9BYQ8",0,0,0,0,0
"P06899",0,0,0,0,0
"P02686",0,0,0,0,0
"Q96MC6",3,1,1,1,0
"Q9Y468",0,0,0,0,0
"Q3LI77",0,0,0,0,0
"Q9UKV0",0,0,0,0,0
"Q9NS73",0,0,0,0,0
"Q9H400",1,0,1,0,0
"P41236",0,0,0,0,0
"Q96DB2",0,0,0,0,0
"Q9BQ69",0,0,0,0,0
"P54317",0,0,0,0,0
"O14964",0,0,0,0,0
"Q9UM21",1,0,1,0,0
"A0A0G2JS06",0,0,0,0,0
"P13995",0,0,0,0,0
"Q9UHV9",0,0,0,0,0
"Q8IYB4",0,0,0,0,0
"O60508",0,0,0,0,0
"Q7RTY5",0,0,0,0,0
"O75594",0,0,0,0,0
"Q9H606",0,0,0,0,0
"A6NF89",3,1,1,1,0
"Q9BWU0",0,0,0,0,0
"Q8NGA2",2,1,1,0,0
"O43490",4,1,1,1,1
"Q8WY54",0,0,0,0,0
"Q9Y3N9",2,1,0,1,0
"O75360",0,0,0,0,0
"Q8N4S7",2,0,1,1,0
"Q17RQ9",2,0,1,1,0
"Q96M43",0,0,0,0,0
"Q9UFE4",0,0,0,0,0
"Q16790",1,0,1,0,0
"Q6NS38",0,0,0,0,0
"Q8N1V8",0,0,0,0,0
"Q9ULG6",2,0,1,1,0
"P53621",0,0,0,0,0
"Q5VYV0",0,0,0,0,0
"O00571",0,0,0,0,0
"Q9NTX5",0,0,0,0,0
"A0A1B0GTU2",0,0,0,0,0
"Q68J44",0,0,0,0,0
"P48546",3,1,1,1,0
"Q9UEU5",0,0,0,0,0
"Q8NB91",0,0,0,0,0
"Q8TAL6",0,0,0,0,0
"O43320",0,0,0,0,0
"Q6E0U4",0,0,0,0,0
"Q8IXB1",0,0,0,0,0
"O75616",0,0,0,0,0
"Q9NZ08",1,0,1,0,0
"O43427",0,0,0,0,0
"O95750",0,0,0,0,0
"P05230",0,0,0,0,0
"Q9NUV9",0,0,0,0,0
"P43003",3,1,1,1,0
"O75015",3,1,0,1,1
"Q9HCT0",1,0,1,0,0
"Q7Z388",2,0,0,1,1
"Q11130",1,0,1,0,0
"Q6PJP8",0,0,0,0,0
"B1AK53",0,0,0,0,0
"P11488",0,0,0,0,0
"P09038",0,0,0,0,0
"Q9H1X3",1,0,0,1,0
"Q9BZ67",0,0,0,0,0
"P51808",0,0,0,0,0
"P55107",0,0,0,0,0
"Q8N9I5",2,0,1,1,0
"Q6DN72",4,1,1,1,1
"Q6IC83",0,0,0,0,0
"Q6NUI2",1,0,1,0,0
"Q12967",0,0,0,0,0
"Q96KS9",0,0,0,0,0
"P0DP91",0,0,0,0,0
"A6NDK9",0,0,0,0,0
"Q16555",0,0,0,0,0
"P40313",0,0,0,0,0
"P60002",0,0,0,0,0
"O75791",0,0,0,0,0
"Q9HDB8",0,0,0,0,0
"P14314",0,0,0,0,0
"Q7Z6J2",0,0,0,0,0
"A2VCK2",0,0,0,0,0
"O75477",1,0,1,0,0
"P63211",0,0,0,0,0
"Q9H334",0,0,0,0,0
"Q8TE67",0,0,0,0,0
"Q8WZ74",0,0,0,0,0
"Q96M60",0,0,0,0,0
"Q8NDB6",1,0,1,0,0
"A6NNA5",0,0,0,0,0
"Q8N9W8",0,0,0,0,0
"O75071",0,0,0,0,0
"Q9UF33",2,1,1,0,0
"Q99501",0,0,0,0,0
"O95461",1,0,1,0,0
"P01880",1,0,0,0,1
"Q9P2K6",0,0,0,0,0
"Q9NWW0",0,0,0,0,0
"A0A087WTH5",0,0,0,0,0
"Q7Z5Y7",0,0,0,0,0
"Q6WQI6",0,0,0,0,0
"P05106",4,1,1,1,1
"P81172",0,0,0,0,0
"Q9HCR9",0,0,0,0,0
"Q8NGN8",2,1,1,0,0
"Q8NGC2",3,1,1,1,0
"Q9NYY3",0,0,0,0,0
"Q9NP85",1,0,0,1,0
"Q9NV39",0,0,0,0,0
"Q8N2Q7",3,1,1,1,0
"Q8NGC6",2,1,0,1,0
"Q96R84",2,1,1,0,0
"Q8NGD5",2,1,0,1,0
"P52961",3,1,1,0,1
"Q9NQP4",0,0,0,0,0
"Q96F85",0,0,0,0,0
"Q32M84",0,0,0,0,0
"Q96JN2",2,0,1,1,0
"Q96PZ7",4,1,1,1,1
"Q07092",0,0,0,0,0
"A5D8V7",0,0,0,0,0
"Q8IZ52",1,0,1,0,0
"Q9BYD5",0,0,0,0,0
"Q8TEF2",1,0,1,0,0
"O14548",0,0,0,0,0
"Q6ZW13",0,0,0,0,0
"Q9H693",0,0,0,0,0
"Q6NT55",0,0,0,0,0
"Q9HCS2",0,0,0,0,0
"Q96QP1",0,0,0,0,0
"A6NFT4",0,0,0,0,0
"A6NJI1",0,0,0,0,0
"Q9UIF9",0,0,0,0,0
"Q9UK85",0,0,0,0,0
"Q8IWJ2",0,0,0,0,0
"Q13117",0,0,0,0,0
"Q6ZN92",0,0,0,0,0
"P68106",0,0,0,0,0
"O14640",0,0,0,0,0
"Q7L8L6",0,0,0,0,0
"Q96B18",0,0,0,0,0
"O43903",0,0,0,0,0
"P49916",0,0,0,0,0
"P18505",3,1,1,1,0
"Q8N465",0,0,0,0,0
"Q92847",3,1,1,1,0
"Q8N1C3",3,1,1,1,0
"Q96FG2",0,0,0,0,0
"P11487",0,0,0,0,0
"Q9BY60",0,0,0,0,0
"Q96LL9",1,0,0,1,0
"Q86V42",0,0,0,0,0
"Q9NUQ9",0,0,0,0,0
"A6NJV1",0,0,0,0,0
"P12034",0,0,0,0,0
"Q969P5",0,0,0,0,0
"Q96N19",2,1,0,1,0
"P09341",0,0,0,0,0
"Q9Y282",1,0,0,1,0
"Q96KD3",0,0,0,0,0
"Q96RT7",0,0,0,0,0
"Q5SY80",1,1,0,0,0
"Q8N682",2,0,1,1,0
"P52429",1,0,1,0,0
"Q30KP8",0,0,0,0,0
"Q8IY85",0,0,0,0,0
"Q6W0C5",0,0,0,0,0
"P20810",0,0,0,0,0
"Q9NQC8",0,0,0,0,0
"Q8IY31",0,0,0,0,0
"O75586",0,0,0,0,0
"Q01638",4,1,1,1,1
"P07948",0,0,0,0,0
"Q9BYR8",0,0,0,0,0
"Q96MH2",0,0,0,0,0
"Q15842",2,0,1,1,0
"Q6ZN16",0,0,0,0,0
"Q8NC54",3,1,1,1,0
"Q9BV36",0,0,0,0,0
"Q8NDA2",0,0,0,0,0
"Q99732",0,0,0,0,0
"A0A0B4J1U3",0,0,0,0,0
"O60336",0,0,0,0,0
"Q8N201",1,0,1,0,0
"Q15555",0,0,0,0,0
"C9JL84",0,0,0,0,0
"Q12965",0,0,0,0,0
"Q9ULC0",4,1,1,1,1
"Q15365",0,0,0,0,0
"Q96R67",2,1,0,1,0
"P57721",0,0,0,0,0
"Q9NVX2",0,0,0,0,0
"Q8NCC3",0,0,0,0,0
"A8MZF0",0,0,0,0,0
"Q15113",0,0,0,0,0
"O00264",1,0,1,0,0
"Q12849",0,0,0,0,0
"Q8TF09",0,0,0,0,0
"Q4V321",0,0,0,0,0
"Q9BZE7",0,0,0,0,0
"Q5T6F0",0,0,0,0,0
"Q9H7L2",0,0,0,0,0
"Q5JXC2",0,0,0,0,0
"P01854",0,0,0,0,0
"Q6IC98",2,0,1,1,0
"P01861",0,0,0,0,0
"P06310",0,0,0,0,0
"P46020",0,0,0,0,0
"P08887",4,1,1,1,1
"Q75NE6",1,0,1,0,0
"Q9Y3E1",0,0,0,0,0
"Q9UKR0",0,0,0,0,0
"Q8NHY5",0,0,0,0,0
"P31270",0,0,0,0,0
"Q0VAK6",0,0,0,0,0
"Q5VSP4",0,0,0,0,0
"P17482",0,0,0,0,0
"Q8N456",0,0,0,0,0
"Q9Y4D8",1,0,1,0,0
"Q6U949",0,0,0,0,0
"Q96JN0",0,0,0,0,0
"P0C0S5",0,0,0,0,0
"Q02241",0,0,0,0,0
"Q96N16",0,0,0,0,0
"Q6PII5",0,0,0,0,0
"Q9NSA2",2,0,1,1,0
"P31276",0,0,0,0,0
"Q9NWZ3",0,0,0,0,0
"P03952",0,0,0,0,0
"Q9Y4U1",0,0,0,0,0
"O43364",0,0,0,0,0
"A8MXZ3",0,0,0,0,0
"Q86X40",0,0,0,0,0
"A0A0C4DH24",0,0,0,0,0
"Q6ZUX7",3,0,1,1,1
"O43593",0,0,0,0,0
"P03971",0,0,0,0,0
"Q13201",0,0,0,0,0
"B7ZC32",0,0,0,0,0
"Q16773",0,0,0,0,0
"O00139",0,0,0,0,0
"Q86YC3",3,1,1,1,0
"Q12906",0,0,0,0,0
"Q9BYQ2",0,0,0,0,0
"A8MVA2",0,0,0,0,0
"Q96GY3",0,0,0,0,0
"Q96J84",3,1,1,1,0
"Q96L93",0,0,0,0,0
"P0CJ77",0,0,0,0,0
"Q8N4N8",0,0,0,0,0
"P30613",0,0,0,0,0
"O95835",0,0,0,0,0
"Q8WV92",0,0,0,0,0
"Q1X8D7",0,0,0,0,0
"Q6P5S2",0,0,0,0,0
"Q96T76",0,0,0,0,0
"O43561",1,0,1,0,0
"P41743",0,0,0,0,0
"Q86Y91",0,0,0,0,0
"Q1L5Z9",0,0,0,0,0
"Q08431",1,0,1,0,0
"Q8IVT5",0,0,0,0,0
"Q8TDY8",3,1,1,1,0
"P09382",1,0,1,0,0
"Q08881",0,0,0,0,0
"P0DMP1",0,0,0,0,0
"P60372",0,0,0,0,0
"Q13651",4,1,1,1,1
"Q9Y4C4",0,0,0,0,0
"Q05BQ5",0,0,0,0,0
"Q14626",4,1,1,1,1
"A0A0A0MRZ8",0,0,0,0,0
"P60371",0,0,0,0,0
"P01611",0,0,0,0,0
"P21266",0,0,0,0,0
"P15382",2,0,1,1,0
"Q9H9V9",0,0,0,0,0
"Q9UQL6",0,0,0,0,0
"P0CJ68",0,0,0,0,0
"Q659C4",0,0,0,0,0
"Q2VIR3",0,0,0,0,0
"P35225",1,0,1,0,0
"P60411",0,0,0,0,0
"Q2KJY2",0,0,0,0,0
"A0A0C4DH25",0,0,0,0,0
"Q9NRM6",4,1,1,1,1
"Q9UBK5",3,0,1,1,1
"Q9BZM3",0,0,0,0,0
"Q8TAF8",3,1,1,1,0
"Q15726",0,0,0,0,0
"P09914",0,0,0,0,0
"P05154",1,0,1,0,0
"Q6ZRQ5",0,0,0,0,0
"P43405",0,0,0,0,0
"Q05513",0,0,0,0,0
"Q6DN03",0,0,0,0,0
"P08069",4,1,1,1,1
"P15248",0,0,0,0,0
"P0CJ71",0,0,0,0,0
"A0A0A0MT36",0,0,0,0,0
"P59990",0,0,0,0,0
"Q6DRA6",0,0,0,0,0
"Q14627",4,1,1,1,1
"P41091",0,0,0,0,0
"Q8WX77",0,0,0,0,0
"P47929",0,0,0,0,0
"P31269",0,0,0,0,0
"O00214",0,0,0,0,0
"Q9H6V9",0,0,0,0,0
"Q9H2U6",0,0,0,0,0
"P25774",0,0,0,0,0
"Q6PJG6",0,0,0,0,0
"P15088",0,0,0,0,0
"Q9Y3A0",0,0,0,0,0
"O43683",0,0,0,0,0
"Q7Z5Q1",0,0,0,0,0
"P40259",4,1,1,1,1
"Q9UJX3",0,0,0,0,0
"Q9NWW7",0,0,0,0,0
"A2RUR9",0,0,0,0,0
"Q5SZL2",0,0,0,0,0
"O43709",0,0,0,0,0
"Q5T9S5",0,0,0,0,0
"Q8N0S6",0,0,0,0,0
"Q8N1V2",0,0,0,0,0
"Q96GN5",0,0,0,0,0
"Q96A22",0,0,0,0,0
"Q9H0W9",0,0,0,0,0
"Q9NYV4",0,0,0,0,0
"P51589",0,0,0,0,0
"Q13057",0,0,0,0,0
"P51677",4,1,1,1,1
"Q9BT30",0,0,0,0,0
"O95861",0,0,0,0,0
"Q9NZU0",3,1,1,1,0
"Q9GZR7",0,0,0,0,0
"A6NN92",1,0,1,0,0
"P49326",0,0,0,0,0
"Q3SYB3",0,0,0,0,0
"Q96DP5",0,0,0,0,0
"Q9Y223",0,0,0,0,0
"Q96F07",0,0,0,0,0
"Q86SJ6",2,1,1,0,0
"Q6ZN54",0,0,0,0,0
"Q13202",0,0,0,0,0
"O14682",0,0,0,0,0
"Q5SY85",0,0,0,0,0
"Q8NCL4",1,0,1,0,0
"Q99814",0,0,0,0,0
"P16422",4,1,1,1,1
"Q5NUL3",2,1,0,1,0
"Q8IXL6",0,0,0,0,0
"Q8WUS8",1,0,0,1,0
"A6NGU5",2,1,1,0,0
"O95837",0,0,0,0,0
"Q96IM9",0,0,0,0,0
"Q58FF3",0,0,0,0,0
"P78545",0,0,0,0,0
"Q9BYJ0",0,0,0,0,0
"Q9C073",0,0,0,0,0
"Q6P1L5",0,0,0,0,0
"Q96DT5",0,0,0,0,0
"Q969U6",0,0,0,0,0
"Q9H0R5",0,0,0,0,0
"Q5JSP0",0,0,0,0,0
"Q96PP9",0,0,0,0,0
"Q9C0D9",1,0,1,0,0
"Q0VDD8",0,0,0,0,0
"A6NFZ4",0,0,0,0,0
"Q9UKW6",0,0,0,0,0
"Q96M96",0,0,0,0,0
"Q01094",0,0,0,0,0
"Q6IAN0",1,0,1,0,0
"Q6ZN66",0,0,0,0,0
"Q05BV3",0,0,0,0,0
"Q969H0",0,0,0,0,0
"O75417",0,0,0,0,0
"Q6P4F1",1,0,1,0,0
"Q4G0N0",1,0,1,0,0
"P42685",0,0,0,0,0
"Q96EK6",0,0,0,0,0
"O43731",1,0,1,0,0
"Q5T6L9",2,0,1,1,0
"P15407",0,0,0,0,0
"Q5XUX1",0,0,0,0,0
"P14625",0,0,0,0,0
"P16444",1,1,0,0,0
"Q5VSY0",0,0,0,0,0
"Q9P225",0,0,0,0,0
"P98073",2,1,1,0,0
"Q9NY74",0,0,0,0,0
"P63096",0,0,0,0,0
"Q4G0N7",0,0,0,0,0
"Q9NS71",0,0,0,0,0
"P29992",0,0,0,0,0
"Q9C0G6",0,0,0,0,0
"O00273",0,0,0,0,0
"Q9NQ60",3,1,1,1,0
"P21802",4,1,1,1,1
"Q03113",0,0,0,0,0
"P47869",3,1,1,1,0
"P0CZ25",0,0,0,0,0
"Q9NZB2",0,0,0,0,0
"Q9H4G0",0,0,0,0,0
"Q9H1A4",0,0,0,0,0
"Q9P2I0",0,0,0,0,0
"Q9Y5P2",0,0,0,0,0
"Q9H9S4",0,0,0,0,0
"Q9UKJ5",2,0,0,1,1
"P11912",4,1,1,1,1
"Q7Z408",3,1,1,1,0
"Q8TD31",0,0,0,0,0
"Q5T4H9",0,0,0,0,0
"P33240",0,0,0,0,0
"O94886",3,1,1,1,0
"O75462",0,0,0,0,0
"Q6ZV80",0,0,0,0,0
"Q6UX73",0,0,0,0,0
"Q9H7T3",0,0,0,0,0
"Q9H8M1",0,0,0,0,0
"Q9NRB3",1,0,1,0,0
"Q9Y6F8",0,0,0,0,0
"Q4VX62",0,0,0,0,0
"Q96FZ5",3,0,1,1,1
"P07333",4,1,1,1,1
"Q9H1R2",0,0,0,0,0
"P40939",0,0,0,0,0
"Q56P03",0,0,0,0,0
"P52566",0,0,0,0,0
"Q75LS8",0,0,0,0,0
"Q6NZ36",0,0,0,0,0
"P26196",0,0,0,0,0
"P28068",4,1,1,1,1
"Q9H3H5",1,0,1,0,0
"P58658",3,1,1,1,0
"Q13255",3,1,1,1,0
"Q9H223",0,0,0,0,0
"Q16270",0,0,0,0,0
"Q13361",0,0,0,0,0
"Q5U623",0,0,0,0,0
"O60271",0,0,0,0,0
"A0A087WW87",0,0,0,0,0
"Q9NYZ2",0,0,0,0,0
"P38919",0,0,0,0,0
"Q99944",0,0,0,0,0
"A8MVW5",3,1,1,1,0
"Q14CZ8",3,1,1,1,0
"Q5TF39",3,1,1,1,0
"P35557",0,0,0,0,0
"O75054",3,1,1,1,0
"P20151",0,0,0,0,0
"P07288",0,0,0,0,0
"Q8NAB2",0,0,0,0,0
"Q96CX6",0,0,0,0,0
"P07305",0,0,0,0,0
"Q9ULI3",2,1,1,0,0
"Q04760",0,0,0,0,0
"Q9UJU2",0,0,0,0,0
"Q8IWD5",2,1,1,0,0
"O15379",0,0,0,0,0
"O60291",0,0,0,0,0
"Q0D2I5",0,0,0,0,0
"Q9NX55",0,0,0,0,0
"Q96RQ3",0,0,0,0,0
"Q8N9Z9",0,0,0,0,0
"Q8IWB1",0,0,0,0,0
"Q86VI4",2,0,1,1,0
"Q9H496",1,0,0,1,0
"Q9BV99",0,0,0,0,0
"Q05C16",0,0,0,0,0
"Q9UEF7",3,1,1,1,0
"Q00444",0,0,0,0,0
"Q9UIQ6",3,1,1,1,0
"Q8IWU2",2,0,1,1,0
"Q8NG08",0,0,0,0,0
"Q9BYQ0",0,0,0,0,0
"P18627",4,1,1,1,1
"Q9BYP9",0,0,0,0,0
"O75030",0,0,0,0,0
"Q96Q04",1,0,1,0,0
"P60331",0,0,0,0,0
"Q6UWL6",3,1,1,1,0
"Q14657",0,0,0,0,0
"P09630",0,0,0,0,0
"Q8NBP5",2,0,1,1,0
"P56524",0,0,0,0,0
"P28161",0,0,0,0,0
"Q02078",0,0,0,0,0
"Q495T6",2,1,1,0,0
"P16455",0,0,0,0,0
"Q5JUK3",2,0,1,1,0
"A0A087WSZ0",0,0,0,0,0
"P43243",0,0,0,0,0
"Q9H2W2",0,0,0,0,0
"O15123",0,0,0,0,0
"Q8WY22",2,0,0,1,1
"O75829",2,0,1,1,0
"C9JXX5",0,0,0,0,0
"O00358",0,0,0,0,0
"O43927",0,0,0,0,0
"Q008S8",0,0,0,0,0
"Q00597",0,0,0,0,0
"Q86TM3",0,0,0,0,0
"Q06787",0,0,0,0,0
"Q30KQ5",1,0,1,0,0
"Q9H1C3",1,0,1,0,0
"Q02413",2,1,1,0,0
"Q14318",2,0,1,1,0
"O95466",0,0,0,0,0
"O00574",4,1,1,1,1
"Q8N6I1",0,0,0,0,0
"Q9NTM9",0,0,0,0,0
"Q96EK7",0,0,0,0,0
"Q5T890",0,0,0,0,0
"Q8WXU2",0,0,0,0,0
"Q96FN9",0,0,0,0,0
"Q8N878",0,0,0,0,0
"P09769",0,0,0,0,0
"Q5J8M3",2,0,1,1,0
"Q9Y6R7",0,0,0,0,0
"Q9NXN4",0,0,0,0,0
"Q9NX05",0,0,0,0,0
"Q7L5Y1",0,0,0,0,0
"Q8NFT8",3,1,1,1,0
"Q9H819",1,0,1,0,0
"Q9NPA0",1,0,0,1,0
"Q99689",0,0,0,0,0
"P21918",2,1,0,1,0
"Q15369",0,0,0,0,0
"P35556",0,0,0,0,0
"Q9Y625",1,1,0,0,0
"H0Y354",0,0,0,0,0
"Q9UPY3",0,0,0,0,0
"P60893",3,1,1,1,0
"Q9NZN3",0,0,0,0,0
"Q92817",0,0,0,0,0
"O76014",0,0,0,0,0
"Q96NU7",0,0,0,0,0
"Q14954",4,1,1,1,1
"Q9NZU5",0,0,0,0,0
"P01857",0,0,0,0,0
"P09237",0,0,0,0,0
"Q14739",1,0,1,0,0
"Q03721",2,0,1,1,0
"Q96KN1",0,0,0,0,0
"Q8IZD9",0,0,0,0,0
"Q8WX39",0,0,0,0,0
"Q8N9C0",0,0,0,0,0
"Q9P2P5",0,0,0,0,0
"Q9P055",1,0,0,1,0
"O60938",0,0,0,0,0
"Q96MA6",0,0,0,0,0
"Q9BZL6",0,0,0,0,0
"Q8N3Y3",1,0,1,0,0
"Q8N386",4,1,1,1,1
"Q5HYA8",3,1,1,1,0
"Q8IUC2",0,0,0,0,0
"O94806",0,0,0,0,0
"Q9H9K5",2,1,1,0,0
"Q9H8H3",1,0,0,1,0
"Q96AA8",0,0,0,0,0
"O60381",0,0,0,0,0
"Q9UKQ9",0,0,0,0,0
"Q5VZ66",1,0,0,1,0
"P29460",0,0,0,0,0
"Q99685",0,0,0,0,0
"Q5TF58",0,0,0,0,0
"O75409",0,0,0,0,0
"A6NM36",0,0,0,0,0
"Q8IXW0",0,0,0,0,0
"Q14392",4,1,1,1,1
"Q8N370",3,1,1,1,0
"Q6N075",2,1,1,0,0
"Q96DT0",0,0,0,0,0
"Q9NQT8",0,0,0,0,0
"Q99707",0,0,0,0,0
"Q9ULH0",2,0,1,1,0
"Q86V97",0,0,0,0,0
"Q8WVZ9",0,0,0,0,0
"Q13625",0,0,0,0,0
"Q8TDI0",0,0,0,0,0
"O14579",0,0,0,0,0
"P23528",0,0,0,0,0
"Q6PK04",0,0,0,0,0
"P83436",0,0,0,0,0
"O15516",0,0,0,0,0
"Q9NXG0",0,0,0,0,0
"Q6ZP98",0,0,0,0,0
"Q14050",0,0,0,0,0
"O43916",1,0,1,0,0
"Q99626",0,0,0,0,0
"P51587",0,0,0,0,0
"Q13705",4,1,1,1,1
"Q5PSV4",0,0,0,0,0
"Q8IV77",1,0,0,1,0
"Q8NC01",4,1,1,1,1
"P29973",2,0,1,1,0
"Q9Y4C5",1,0,1,0,0
"Q6PI25",2,0,1,1,0
"Q8NAV2",0,0,0,0,0
"P21926",4,1,1,1,1
"Q9BRJ6",0,0,0,0,0
"P54852",4,1,1,1,1
"P60022",0,0,0,0,0
"Q9H4I9",2,0,1,1,0
"O15287",0,0,0,0,0
"A6NDE8",0,0,0,0,0
"O00222",3,1,1,1,0
"Q9H2G9",0,0,0,0,0
"Q969X5",1,0,1,0,0
"Q14192",0,0,0,0,0
"Q5T848",2,1,0,1,0
"Q9BXX0",0,0,0,0,0
"P0CG33",0,0,0,0,0
"I6L899",0,0,0,0,0
"Q16854",0,0,0,0,0
"Q9NX77",2,1,1,0,0
"Q8N4B4",0,0,0,0,0
"Q9BSJ8",2,0,1,1,0
"Q9NXB9",1,0,1,0,0
"Q9NVH0",0,0,0,0,0
"P61565",2,1,1,0,0
"Q5RHP9",0,0,0,0,0
"P49448",0,0,0,0,0
"Q8TBA6",2,0,1,1,0
"A8MXJ8",0,0,0,0,0
"Q9UKT5",0,0,0,0,0
"Q96J88",1,0,0,1,0
"P0C7W9",0,0,0,0,0
"Q6PKH6",0,0,0,0,0
"Q86XM0",3,1,1,1,0
